,FIPS,2000,2004,2008,2012,2016,party2000,party2004,party2008,party2012,party2016,Switch_2000_2004,Switch_2004_2008,Switch_2008_2012,Switch_2012_2016,county,state
791,22081.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Red River,Louisiana
792,22083.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Richland,Louisiana
793,22085.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Sabine,Louisiana
794,22087.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,St. Bernard,Louisiana
795,22089.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,St. Charles,Louisiana
796,22099.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,St. Martin,Louisiana
797,22101.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,St. Mary,Louisiana
798,22103.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,St. Tammany,Louisiana
799,22105.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Tangipahoa,Louisiana
800,22109.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Terrebonne,Louisiana
801,22111.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Union,Louisiana
802,22113.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Vermilion,Louisiana
803,22115.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Vernon,Louisiana
804,22117.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Washington,Louisiana
805,22119.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Webster,Louisiana
806,22123.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,West Carroll,Louisiana
807,22125.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,West Feliciana,Louisiana
808,22127.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Winn,Louisiana
809,23021.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Piscataquis,Maine
810,24001.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Allegany,Maryland
811,24009.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Calvert,Maryland
812,24011.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Caroline,Maryland
813,24013.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Carroll,Maryland
814,24015.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Cecil,Maryland
815,24019.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Dorchester,Maryland
816,24021.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Frederick,Maryland
817,24023.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Garrett,Maryland
818,24025.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Harford,Maryland
819,24035.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Queen Anne's,Maryland
820,24037.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,St. Mary's,Maryland
821,24041.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Talbot,Maryland
822,24043.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Washington,Maryland
823,24045.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Wicomico,Maryland
824,24047.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Worcester,Maryland
825,26001.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Alcona,Michigan
826,26005.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Allegan,Michigan
827,26009.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Antrim,Michigan
828,26013.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Baraga,Michigan
829,26015.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Barry,Michigan
830,26023.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Branch,Michigan
831,26029.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Charlevoix,Michigan
832,26031.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Cheboygan,Michigan
833,26033.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Chippewa,Michigan
834,26039.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Crawford,Michigan
835,26043.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Dickinson,Michigan
836,26047.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Emmet,Michigan
837,26055.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Grand Traverse,Michigan
838,26059.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Hillsdale,Michigan
839,26061.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Houghton,Michigan
840,26063.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Huron,Michigan
841,26067.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Ionia,Michigan
842,26079.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Kalkaska,Michigan
843,26083.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Keweenaw,Michigan
844,26087.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lapeer,Michigan
845,26093.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Livingston,Michigan
846,26095.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Luce,Michigan
847,26097.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Mackinac,Michigan
848,26107.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Mecosta,Michigan
849,26111.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Midland,Michigan
850,26113.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Missaukee,Michigan
851,26117.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Montcalm,Michigan
852,26119.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Montmorency,Michigan
853,26123.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Newaygo,Michigan
854,26133.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Osceola,Michigan
855,26135.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Oscoda,Michigan
856,26137.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Otsego,Michigan
857,26139.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Ottawa,Michigan
858,26149.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,St. Joseph,Michigan
859,26151.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Sanilac,Michigan
860,26157.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Tuscola,Michigan
861,26165.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Wexford,Michigan
862,27003.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Anoka,Minnesota
863,27005.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Becker,Minnesota
864,27009.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Benton,Minnesota
865,27015.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Brown,Minnesota
866,27019.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Carver,Minnesota
867,27021.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Cass,Minnesota
868,27025.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Chisago,Minnesota
869,27029.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Clearwater,Minnesota
870,27033.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Cottonwood,Minnesota
871,27035.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Crow Wing,Minnesota
872,27039.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Dodge,Minnesota
873,27041.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Douglas,Minnesota
874,27043.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Faribault,Minnesota
875,27049.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Goodhue,Minnesota
876,27057.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Hubbard,Minnesota
877,27059.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Isanti,Minnesota
878,27063.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Jackson,Minnesota
879,27065.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Kanabec,Minnesota
880,27067.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Kandiyohi,Minnesota
881,27077.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lake of the Woods,Minnesota
882,27079.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Le Sueur,Minnesota
883,27083.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lyon,Minnesota
884,27085.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,McLeod,Minnesota
885,27091.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Martin,Minnesota
886,27093.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Meeker,Minnesota
887,27095.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Mille Lacs,Minnesota
888,27097.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Morrison,Minnesota
889,27105.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Nobles,Minnesota
890,27111.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Otter Tail,Minnesota
891,27117.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Pipestone,Minnesota
892,27127.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Redwood,Minnesota
893,27129.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Renville,Minnesota
894,27133.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Rock,Minnesota
895,27135.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Roseau,Minnesota
896,27139.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Scott,Minnesota
897,27141.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Sherburne,Minnesota
898,27143.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Sibley,Minnesota
899,27145.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Stearns,Minnesota
900,27147.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Steele,Minnesota
901,27153.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Todd,Minnesota
902,27157.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Wabasha,Minnesota
903,27159.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Wadena,Minnesota
904,27161.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Waseca,Minnesota
905,27167.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Wilkin,Minnesota
906,27171.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Wright,Minnesota
907,28003.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Alcorn,Mississippi
908,28005.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Amite,Mississippi
909,28007.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Attala,Mississippi
910,28013.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Calhoun,Mississippi
911,28015.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Carroll,Mississippi
912,28019.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Choctaw,Mississippi
913,28023.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Clarke,Mississippi
914,28031.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Covington,Mississippi
915,28033.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,DeSoto,Mississippi
916,28035.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Forrest,Mississippi
917,28037.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Franklin,Mississippi
918,28039.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,George,Mississippi
919,28041.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Greene,Mississippi
920,28043.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Grenada,Mississippi
921,28045.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Hancock,Mississippi
922,28047.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Harrison,Mississippi
923,28057.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Itawamba,Mississippi
924,28059.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Jackson,Mississippi
925,28067.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Jones,Mississippi
926,28071.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lafayette,Mississippi
927,28073.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lamar,Mississippi
928,28075.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lauderdale,Mississippi
929,28077.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lawrence,Mississippi
930,28079.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Leake,Mississippi
931,28081.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lee,Mississippi
932,28085.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lincoln,Mississippi
933,28087.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Lowndes,Mississippi
934,28089.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Madison,Mississippi
935,28091.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Marion,Mississippi
936,28095.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Monroe,Mississippi
937,28097.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Montgomery,Mississippi
938,28099.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Neshoba,Mississippi
939,28101.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Newton,Mississippi
940,28109.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Pearl River,Mississippi
941,28111.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Perry,Mississippi
942,28115.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Pontotoc,Mississippi
943,28117.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Prentiss,Mississippi
944,28121.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Rankin,Mississippi
945,28123.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Scott,Mississippi
946,28127.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Simpson,Mississippi
947,28129.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Smith,Mississippi
948,28131.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Stone,Mississippi
949,28137.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Tate,Mississippi
950,28139.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Tippah,Mississippi
951,28141.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Tishomingo,Mississippi
952,28145.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Union,Mississippi
953,28147.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Walthall,Mississippi
954,28153.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Wayne,Mississippi
955,28155.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Webster,Mississippi
956,28159.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Winston,Mississippi
957,29001.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Adair,Missouri
958,29003.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Andrew,Missouri
959,29005.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Atchison,Missouri
960,29007.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Audrain,Missouri
961,29009.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Barry,Missouri
962,29011.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Barton,Missouri
963,29013.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Bates,Missouri
964,29015.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Benton,Missouri
965,29017.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Bollinger,Missouri
966,29023.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Butler,Missouri
967,29025.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Caldwell,Missouri
968,29027.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Callaway,Missouri
969,29029.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Camden,Missouri
970,29031.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Cape Girardeau,Missouri
971,29033.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Carroll,Missouri
972,29035.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Carter,Missouri
973,29037.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Cass,Missouri
974,29039.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Cedar,Missouri
975,29041.0,George W. Bush,George W. Bush,John McCain,Mitt Romney,Donald Trump,republican,republican,republican,republican,republican,False,False,False,False,Chariton,Missouri
